Date, Price, Open, High, Low, Vol., Change %

Dec 04, 2017, 0.075148, 0.074090, 0.077000, 0.069444, 4.13M, 1.43%
Dec 03, 2017, 0.074090, 0.073893, 0.080000, 0.071409, 5.62M, 0.27%
Dec 02, 2017, 0.073893, 0.064765, 0.077633, 0.064765, 4.17M, 14.09%
Dec 01, 2017, 0.064765, 0.049732, 0.065805, 0.048656, 4.98M, 30.23%
Nov 30, 2017, 0.049732, 0.045062, 0.054706, 0.044788, 4.82M, 10.36%
Nov 29, 2017, 0.045062, 0.053647, 0.072999, 0.042616, 6.12M, -15.59%
Nov 28, 2017, 0.053386, 0.038911, 0.058519, 0.036553, 9.46M, 37.20%
Nov 27, 2017, 0.038911, 0.035749, 0.040102, 0.035055, 7.79M, 8.85%
Nov 26, 2017, 0.035749, 0.034511, 0.036371, 0.032922, 5.65M, 3.59%
Nov 25, 2017, 0.034511, 0.031760, 0.034511, 0.031271, 6.27M, 8.66%
Nov 24, 2017, 0.031760, 0.032327, 0.032667, 0.029368, 7.01M, -1.76%
Nov 23, 2017, 0.032327, 0.035278, 0.036024, 0.031952, 7.33M, -8.36%
Nov 22, 2017, 0.035278, 0.035520, 0.039720, 0.032836, 6.80M, -1.03%
Nov 21, 2017, 0.035647, 0.033965, 0.037303, 0.031189, 7.13M, 4.95%
Nov 20, 2017, 0.033965, 0.029052, 0.033965, 0.028580, 7.98M, 16.91%
Nov 19, 2017, 0.029052, 0.029127, 0.029720, 0.028383, 8.89M, -0.26%
Nov 18, 2017, 0.029127, 0.027907, 0.029168, 0.027609, 7.48M, 4.37%
Nov 17, 2017, 0.027907, 0.028364, 0.028617, 0.027581, 8.04M, -1.61%
Nov 16, 2017, 0.028364, 0.030089, 0.030858, 0.027593, 7.06M, -5.73%
Nov 15, 2017, 0.030089, 0.028600, 0.030385, 0.028486, 6.17M, 5.21%
Nov 14, 2017, 0.028600, 0.027858, 0.028817, 0.027389, 5.87M, 2.21%
Nov 13, 2017, 0.027980, 0.027063, 0.028418, 0.026272, 4.34M, 3.39%
Nov 12, 2017, 0.027063, 0.029020, 0.029020, 0.025190, 5.64M, -6.74%
Nov 11, 2017, 0.029020, 0.029345, 0.030577, 0.028043, 5.88M, -1.11%
Nov 10, 2017, 0.029345, 0.032741, 0.033131, 0.028767, 6.33M, -10.37%
Nov 09, 2017, 0.032741, 0.031646, 0.035433, 0.031466, 6.86M, 3.46%
Nov 08, 2017, 0.031646, 0.029646, 0.032220, 0.029368, 5.46M, 6.75%
Nov 07, 2017, 0.029646, 0.029447, 0.030593, 0.029164, 4.22M, 0.68%
Nov 06, 2017, 0.029447, 0.031140, 0.031274, 0.028961, 8.25M, -5.44%
Nov 05, 2017, 0.031140, 0.030958, 0.032200, 0.030623, 7.50M, 0.59%
Nov 04, 2017, 0.030958, 0.030564, 0.032276, 0.030382, 7.12M, 1.29%
Nov 03, 2017, 0.030564, 0.033285, 0.033676, 0.030258, 7.30M, -8.17%
Nov 02, 2017, 0.033285, 0.043245, 0.044168, 0.031300, 5.10M, -23.03%
Nov 01, 2017, 0.043245, 0.039886, 0.045586, 0.039870, 5.16M, 8.42%
Oct 31, 2017, 0.039886, 0.038150, 0.041481, 0.037200, 5.40M, 4.55%
Oct 30, 2017, 0.038150, 0.037618, 0.038686, 0.036513, 6.01M, 1.41%
Oct 29, 2017, 0.037618, 0.037132, 0.038289, 0.034744, 5.99M, 1.31%
Oct 28, 2017, 0.037132, 0.033541, 0.039700, 0.032886, 6.76M, 10.71%
Oct 27, 2017, 0.033541, 0.029077, 0.035887, 0.029077, 6.96M, 14.84%
Oct 26, 2017, 0.029208, 0.028362, 0.029889, 0.027747, 7.43M, 2.98%
Oct 25, 2017, 0.028362, 0.026929, 0.028455, 0.025583, 8.23M, 5.32%
Oct 24, 2017, 0.026929, 0.025377, 0.028555, 0.024545, 7.87M, 6.11%
Oct 23, 2017, 0.025377, 0.025887, 0.026916, 0.023497, 8.86M, -1.97%
Oct 22, 2017, 0.025887, 0.025682, 0.026476, 0.024888, 9.76M, 0.80%
Oct 21, 2017, 0.025682, 0.026994, 0.026994, 0.024771, 7.68M, -4.86%
Oct 20, 2017, 0.026994, 0.027262, 0.027845, 0.026676, 8.14M, -0.98%
Oct 19, 2017, 0.027262, 0.028359, 0.028861, 0.026694, 8.17M, -4.21%
Oct 18, 2017, 0.028461, 0.027647, 0.028461, 0.025659, 6.99M, 2.95%
Oct 17, 2017, 0.027647, 0.028828, 0.029000, 0.027431, 4.37M, -4.10%
Oct 16, 2017, 0.028828, 0.029148, 0.029377, 0.027671, 4.41M, -1.10%
Oct 15, 2017, 0.029148, 0.026618, 0.029267, 0.024521, 1.46M, 9.50%
Oct 14, 2017, 0.026618, 0.025001, 0.027023, 0.024705, 1.05M, 6.84%
Oct 13, 2017, 0.024913, 0.025966, 0.027222, 0.024579, 1.65M, -4.05%
Oct 12, 2017, 0.025966, 0.026682, 0.028149, 0.025100, 2.37M, -2.68%
Oct 11, 2017, 0.026682, 0.023542, 0.026807, 0.023442, 2.59M, 13.34%
Oct 10, 2017, 0.023542, 0.023335, 0.023644, 0.022549, 2.60M, 0.88%
Oct 09, 2017, 0.023335, 0.024722, 0.025176, 0.022462, 2.97M, -5.61%
Oct 08, 2017, 0.024722, 0.027012, 0.027066, 0.023952, 2.02M, -8.48%
Oct 07, 2017, 0.027012, 0.027914, 0.028429, 0.026754, 2.16M, -3.23%
Oct 06, 2017, 0.027914, 0.027792, 0.028230, 0.027656, 2.31M, 0.44%
Oct 05, 2017, 0.027792, 0.027471, 0.027953, 0.026244, 2.42M, 1.17%
Oct 04, 2017, 0.027471, 0.026515, 0.027888, 0.026383, 1.60M, 3.60%
Oct 03, 2017, 0.026515, 0.029185, 0.030684, 0.026200, 2.44M, -9.15%
Oct 02, 2017, 0.029185, 0.031567, 0.031567, 0.028888, 2.62M, -7.55%
Oct 01, 2017, 0.031567, 0.030508, 0.032408, 0.030374, 2.01M, 3.47%
Sep 30, 2017, 0.030508, 0.027634, 0.030721, 0.027446, 1.99M, 10.40%
Sep 29, 2017, 0.027634, 0.029067, 0.029399, 0.026193, 2.55M, -4.93%
Sep 28, 2017, 0.029067, 0.029774, 0.030194, 0.028113, 2.08M, -2.37%
Sep 27, 2017, 0.029774, 0.027428, 0.031495, 0.027125, 2.27M, 8.55%
Sep 26, 2017, 0.027428, 0.023333, 0.027656, 0.023221, 2.54M, 17.55%
Sep 25, 2017, 0.023333, 0.022007, 0.023333, 0.021732, 2.19M, 6.03%
Sep 24, 2017, 0.022007, 0.022691, 0.023015, 0.021447, 2.23M, -3.01%
Sep 23, 2017, 0.022691, 0.021226, 0.023010, 0.021120, 2.45M, 6.90%
Sep 22, 2017, 0.021226, 0.020972, 0.021883, 0.020414, 2.32M, 1.21%
Sep 21, 2017, 0.020972, 0.024533, 0.024533, 0.020623, 2.82M, -14.51%
Sep 20, 2017, 0.024533, 0.024404, 0.024952, 0.023691, 2.26M, 0.08%
Sep 19, 2017, 0.024514, 0.029213, 0.029418, 0.024181, 2.67M, -16.09%
Sep 18, 2017, 0.029213, 0.022045, 0.029213, 0.021901, 3.50M, 32.51%
Sep 17, 2017, 0.022045, 0.021619, 0.022045, 0.020004, 3.29M, 1.97%
Sep 16, 2017, 0.021619, 0.022560, 0.023206, 0.020428, 3.42M, -4.17%
Sep 15, 2017, 0.022560, 0.020224, 0.023224, 0.015900, 3.75M, 11.55%
Sep 14, 2017, 0.020224, 0.026259, 0.026377, 0.020144, 2.06M, -22.98%
Sep 13, 2017, 0.026259, 0.028593, 0.028593, 0.024868, 2.18M, -8.16%
Sep 12, 2017, 0.028593, 0.029066, 0.030910, 0.028156, 2.86M, -2.41%
Sep 11, 2017, 0.029299, 0.030433, 0.031324, 0.028751, 2.32M, -3.73%
Sep 10, 2017, 0.030433, 0.031193, 0.031781, 0.027766, 2.15M, -2.44%
Sep 09, 2017, 0.031193, 0.030797, 0.032178, 0.029473, 2.20M, 1.29%
Sep 08, 2017, 0.030797, 0.038725, 0.038725, 0.029432, 2.69M, -20.47%
Sep 07, 2017, 0.038725, 0.042774, 0.042774, 0.036702, 2.11M, -9.47%
Sep 06, 2017, 0.042774, 0.034992, 0.043477, 0.031481, 2.62M, 22.24%
Sep 05, 2017, 0.034992, 0.032564, 0.035514, 0.027244, 2.47M, 7.46%
Sep 04, 2017, 0.032564, 0.041442, 0.041524, 0.028834, 2.27M, -21.42%
Sep 03, 2017, 0.041442, 0.041076, 0.042698, 0.038006, 1.50M, 0.89%
Sep 02, 2017, 0.041076, 0.048230, 0.048750, 0.040161, 1.27M, -14.83%
Sep 01, 2017, 0.048230, 0.049861, 0.049861, 0.047645, 984.47K, -2.86%
